City_Num,City,Country,"Lat, Long",Lat,Lon,OWM City #,OWM City Name,Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
344,byureghavan,am,"(40.3147222, 44.5936111)",40.3147222,44.5936111,616790,Byureghavan,83.35,76.725,15.2,2.483
345,jaguaruna,br,"(-28.6, -49.033333)",-28.6,-49.033333,3460197,Jaguaruna,68.63,95.75,13,8.03375
346,godeanu,ro,"(44.801111, 22.608611)",44.801111,22.608611,684842,Balvanesti,79.09,76.925,22.4,3.37625
347,san vicente,ph,"(14.1061, 122.8733)",14.1061,122.8733,1687428,San Vicente,85.39,98.9,78.5,21.517
348,alangulam,in,"(8.866667, 77.5)",8.866667,77.5,1279058,Alangulam,87.46,72.725,61,9.955
349,goaigoaza,ve,"(10.4491667, -68.0605556)",10.4491667,-68.0605556,3481589,La Sorpresa,87.85,85.55,30.9,2.799
350,texcalac,mx,"(19.416667, -98.083333)",19.416667,-98.083333,3815459,Guadalupe Texcalac,78.4,69.375,28.4,5.36025
351,bouar,cf,"(5.95, 15.6)",5.95,15.6,2387926,Bouar,81.71,88.825,63.6,4.832
352,tucuma,br,"(-0.183333, -50.05)",-0.183333,-50.05,3385980,Tucuma,89.26,86.225,38.3,11.1515
353,sycamore,us,"(41.9888889, -88.6866667)",41.9888889,-88.6866667,4913110,Sycamore,88.86,87.875,33,5.856
354,medicina,it,"(44.466667, 11.633333)",44.466667,11.633333,3173660,Medicina,92.89,68.15,6.4,3.3165
355,marsa matruh,eg,"(31.35, 27.2333333)",31.35,27.2333333,352733,Marsa Matruh,92.41,66.375,0,8.89575
356,pedara,it,"(37.633333, 15.066667)",37.633333,15.066667,2522865,Trecastagni,83.99,73.975,12.3,1.85125
357,achacachi,bo,"(-16.05, -68.6833333)",-16.05,-68.6833333,3924610,Achacachi,48.06,79.8,34.1,2.71875
358,acli,ph,"(15.124, 120.6428)",15.124,120.6428,1732277,Akli,80.21,99.8,90.8,9.35075
359,armavir,am,"(40.0897222, 44.0483333)",40.0897222,44.0483333,616902,Armavir,85.57,75.55,12.6,3.59075
360,la union,co,"(4.532819, -76.103177)",4.532819,-76.103177,3676928,La Union,72.65,93.15,56.2,1.131
361,erie,us,"(42.1291667, -80.0852778)",42.1291667,-80.0852778,5188843,Erie,89.82,86.6,38.1,3.5775
362,sabinas,mx,"(27.85, -101.116667)",27.85,-101.116667,3988333,Sabinas,97,53.9,12.3,9.13375
363,barranquitas,us,"(18.1886111, -66.3066667)",18.1886111,-66.3066667,4567605,Reparto Colinas de Monte Verde,87.57,92.575,31.9,10.0585
364,redlands,us,"(34.0555556, -117.1816667)",34.0555556,-117.1816667,5386754,Redlands,99.83,33.25,12.3,1.656
365,a coruna,es,"(43.366609, -8.406812)",43.366609,-8.406812,6357300,Coruña (A),97.02,83.375,38.5,3.62125
366,castrolibero,it,"(39.3, 16.183333)",39.3,16.183333,2524289,Marano Principato,85.1,81.975,5,2.02725
367,plano,us,"(33.0197222, -96.6986111)",33.0197222,-96.6986111,4719457,Plano,97.5,72.675,41,7.71325
368,quillota,cl,"(-32.883333, -71.266667)",-32.883333,-71.266667,3874119,Quillota,66.26,91.625,40.3,3.282
369,druzhba,uz,"(41.2222222, 61.3066667)",41.2222222,61.3066667,1514792,Gazojak,98.89,38.65,6.4,7.56925
370,zamora,ec,"(-4.0691667, -78.9566667)",-4.0691667,-78.9566667,3649959,Zamora,73.26,73.925,38.5,2.45525
371,el balyana,eg,"(26.2386111, 32.0030556)",26.2386111,32.0030556,361435,Al Balyana,100.69,38.575,0.5,6.8025
372,cluny,mu,"(-20.3669444, 57.6038889)",-20.3669444,57.6038889,1106589,Cluny,75.85,81.375,22.1,8.43325
373,santa fe,ph,"(12.156557, 121.994111)",12.156557,121.994111,1688164,Santa Fe,83.72,99.225,76.7,22.977
374,tianguistenco,mx,"(19.179722, -99.470556)",19.179722,-99.470556,3515679,Tianguistenco,69.39,89.425,53.3,2.2485
375,plopana,ro,"(46.683333, 27.216667)",46.683333,27.216667,670472,Plopana,84.58,77.05,13.8,4.401
376,santana,ro,"(46.35, 21.5)",46.35,21.5,666936,Santana,88,67.475,5.9,4.5355
377,feodosiya,ua,"(45.036772, 35.377892)",45.036772,35.377892,709161,Feodosiya,83.77,86.4,24.5,9.78425
378,amarousion,gr,"(38.05, 23.8)",38.05,23.8,265243,Marousi,87.78,68.325,0.3,16.28875
379,north atlanta,us,"(33.865, -84.3366667)",33.865,-84.3366667,4212937,North Atlanta,91.98,78.1,31.1,4.189
380,mariano comense,it,"(45.7, 9.183333)",45.7,9.183333,3173949,Mariano Comense,90.17,80.3,33.6,4.2115
381,piracicaba,br,"(-22.716667, -47.633333)",-22.716667,-47.633333,3453643,Piracicaba,79.79,89.7,43.3,4.212
382,telenesti,md,"(47.499722, 28.365556)",47.499722,28.365556,617254,Telenesti,84.79,72.475,8.5,4.65075
383,salvacion,ph,"(7.983333, 126.133333)",7.983333,126.133333,1690741,Salvacion,92.04,68.425,51.8,5.67675
384,itumba,tz,"(-9.4, 33.1833333)",-9.4,33.1833333,158876,Itumba,84.62,47.975,0,9.0405
385,saint-cloud,fr,"(48.845985, 2.202889)",48.845985,2.202889,3013657,Département des Hauts-de-Seine,93.2,62.875,19.2,6.1855
386,yueyang,cn,"(29.140833, 113.111111)",29.140833,113.111111,1785884,Yongjiawan,94.03,79.15,33,3.56525
387,puck,pl,"(54.718542, 18.41085)",54.718542,18.41085,3087691,Puck,83.54,81.7,31,12.586
388,tsikalaria,gr,"(35.4833333, 24.0666667)",35.4833333,24.0666667,252486,Tsikalaria,85.28,66.7,3.1,5.42525
389,jandiala,in,"(31.166667, 75.616667)",31.166667,75.616667,1269269,Jandiala,95.38,87.55,53.6,5.96475
390,cabulay,ph,"(16.7203, 121.5043)",16.7203,121.5043,1687836,Santiago,77.29,93.725,82.9,2.29625
391,monroe,us,"(42.6011111, -89.6383333)",42.6011111,-89.6383333,5263331,Monroe,88.81,84.8,28.9,6.06
392,carranglan,ph,"(15.9613, 121.0641)",15.9613,121.0641,1718266,Carranglan,74.27,97.8,91.5,2.2935
393,doljesti,ro,"(47.033333, 26.983333)",47.033333,26.983333,679133,Doljesti,84.58,77.05,13.8,4.401
394,kula,rs,"(45.608889, 19.526389)",45.608889,19.526389,3196973,Kula,88.13,69.5,11.7,6.92125
395,gusau,ng,"(12.162784, 6.661348)",12.162784,6.661348,2339937,Gusau,79.45,94.325,86.3,8.05125
396,moissala,td,"(8.35, 17.7666667)",8.35,17.7666667,2427697,Moissala,87.2,91.175,57.1,5.8815
397,weinfelden,ch,"(47.566194, 9.107546)",47.566194,9.107546,7287555,Weinfelden,88.99,74.8,37.6,3.132
398,dankov,ru,"(53.251554, 39.155533)",53.251554,39.155533,567109,Dankov,83.79,54.5,19.3,7.24275
399,ban phai,th,"(16.059972, 102.730972)",16.059972,102.730972,1614455,Ban Phai,91.64,84.3,55.3,6.16875
400,rassvet,ru,"(46.7428, 41.2342)",46.7428,41.2342,561501,Gigant,95.36,56.925,23.6,7.82175
401,naberera,tz,"(-4.2, 36.9333333)",-4.2,36.9333333,152042,Naberera,79.94,69.175,12.5,7.343
402,hernadnemeti,hu,"(48.066667, 20.983333)",48.066667,20.983333,720026,Hernadnemeti,90.83,62.025,17.5,4.86625
403,taft,us,"(35.1425, -119.4555556)",35.1425,-119.4555556,5400877,Taft,95.11,67.75,3.4,3.24625
404,mwense,zm,"(-10.3833333, 28.6833333)",-10.3833333,28.6833333,902721,Mwense,90.52,32.475,0,5.0925
405,epinay-sous-senart,fr,"(48.689701, 2.511863)",48.689701,2.511863,3020024,Epinay-sous-Senart,93.2,62.875,19.2,6.1855
406,horn,at,"(48.65, 15.65)",48.65,15.65,2775516,Horn,88.99,70.125,23.6,6.37075
407,kamenica,mk,"(42.02, 22.5919444)",42.02,22.5919444,789629,Makedonska Kamenica,81.38,71.65,21.1,2.5785
408,jinji,cn,"(23.228056, 110.826111)",23.228056,110.826111,1805515,Jinji,91.8,86,43.2,4.4015
409,bolshoy lug,ru,"(52.065556, 104.083889)",52.065556,104.083889,2026268,Bol’shoy Lug,74.95,85.2,35,3.80575
410,phenix city,us,"(32.4708333, -85.0008333)",32.4708333,-85.0008333,4082866,Phenix City,95.16,76.525,33.1,3.32475
411,uglovoye,ru,"(43.345, 132.108333)",43.345,132.108333,2014571,Uglovoye,73.45,93.65,74.6,7.5085
412,vandalur,in,"(12.892778, 80.080833)",12.892778,80.080833,1253454,Vandalur,96.07,73.75,52.5,8.62925
413,nechanice,cz,"(50.237115, 15.635234)",50.237115,15.635234,3069980,Nechanice,88.2,72.35,21.2,6.31675
414,krasnyye chetai,ru,"(55.688708, 46.138654)",55.688708,46.138654,541791,Krasnyye Chetai,78.55,68.15,27.4,7.90475
415,kadyy,ru,"(57.787037, 43.190288)",57.787037,43.190288,554502,Kadyy,82.82,72.05,29.6,11.1065
416,altus,us,"(34.6380556, -99.3336111)",34.6380556,-99.3336111,4529292,Altus,102.2,64.9,39.9,9.42525
417,canocotan,ph,"(7.3998, 125.7727)",7.3998,125.7727,1718985,Corocotan,87,83.15,49.2,6.24675
418,purisima,co,"(9.23657, -75.721905)",9.23657,-75.721905,3671203,Purisima,97.95,82.25,28.7,6.5585
419,wronki,pl,"(52.706768, 16.384391)",52.706768,16.384391,3081350,Wronki,97.04,60.15,21.3,8.47025
420,lexington,us,"(35.8238889, -80.2536111)",35.8238889,-80.2536111,4475773,Lexington,90.86,83.225,23.7,5.55
421,miamisburg,us,"(39.6427778, -84.2866667)",39.6427778,-84.2866667,4518188,Miamisburg,91.92,87.9,42.2,5.41375
422,pszow,pl,"(50.03783, 18.401537)",50.03783,18.401537,3087701,Pszow,90.7,55.775,8.1,7.2235
423,srivardhan,in,"(18.033333, 73.016667)",18.033333,73.016667,1255619,Srivardhan,77.14,99.225,93,9.33975
424,mto wa mbu,tz,"(-3.35, 35.85)",-3.35,35.85,152743,Mto wa Mbu,78.23,78.175,7.1,6.24975
425,varfurile,ro,"(46.316667, 22.516667)",46.316667,22.516667,662769,Varfurile,79.99,80.675,10.7,2.5005
426,bristol,us,"(36.595, -82.1888889)",36.595,-82.1888889,4608657,Bristol,87.48,85.175,43.6,3.6745
427,gorlice,pl,"(49.658084, 21.159693)",49.658084,21.159693,771804,Gorlice,88.94,56.35,7.3,7.28775
428,calcinato,it,"(45.45, 10.4)",45.45,10.4,3181223,Calcinato,91.51,75,27,3.4065
429,pangabuan,ph,"(8.056944, 123.695833)",8.056944,123.695833,1695438,Pangabuan,83.11,87.45,66.2,6.88425
430,praid,ro,"(46.55, 25.133333)",46.55,25.133333,669735,Praid,81.9,77.825,17.5,2.31325
431,pambuhan,ph,"(13.9736, 123.0837)",13.9736,123.0837,1695893,Pambuhan,83.18,92.675,82.4,16.9655
432,filottrano,it,"(43.433333, 13.35)",43.433333,13.35,3176988,Filottrano,89.35,70.225,13.9,2.79375
433,gadwal,in,"(16.233333, 77.8)",16.233333,77.8,1271819,Gadwal,90.53,70.5,70.1,14.46225
434,kratovo,ru,"(55.597284, 38.177429)",55.597284,38.177429,541286,Kratovo,82.28,61.75,25.1,8.72825
435,kegayli,uz,"(42.7766667, 59.6077778)",42.7766667,59.6077778,601349,Kegeyli Shahar,99.79,42.925,12.3,7.40525
436,jaora,in,"(23.633333, 75.133333)",23.633333,75.133333,1269217,Jaora,86.02,91.675,86,9.6895
437,horstel,de,"(52.316667, 7.583333)",52.316667,7.583333,2898603,Horstel,97.62,49.425,17.5,8.66575
438,fortrose,gb,"(57.583333, -4.133333)",57.583333,-4.133333,2649171,Fortrose,65.68,86.425,35.7,9.70125
439,khalimbekaul,ru,"(42.845994, 47.138725)",42.845994,47.138725,554491,Kafyr-Kumukh,80.13,83.275,40.6,3.13775
440,chiguayante,cl,"(-36.916667, -73.016667)",-36.916667,-73.016667,3895138,Chiguayante,56.34,92.975,65.8,6.44625
441,tagburos,ph,"(9.8279, 118.743)",9.8279,118.743,1684463,Tagburos,83.77,99.45,63.1,15.93875
442,sorocaba,br,"(-23.483333, -47.45)",-23.483333,-47.45,6322598,Sorocaba,75.78,92.2,49.4,5.38275
443,zorgo,bf,"(12.2488889, -0.6158333)",12.2488889,-0.6158333,2353197,Zorgho,89.83,88.05,80,8.8785
444,caceres,co,"(7.580779, -75.348422)",7.580779,-75.348422,3688128,Caceres,89.33,90.8,40.6,4.145
445,phagwara,in,"(31.217778, 75.769444)",31.217778,75.769444,1259827,Phagwara,95.38,87.55,53.6,5.96475
446,vieux-conde,fr,"(50.45944, 3.567375)",50.45944,3.567375,2969213,Vieux-Conde,96.26,62.925,24.4,8.2895
447,applewood,us,"(39.7472222, -105.1622222)",39.7472222,-105.1622222,5412030,Applewood,92.77,53.4,20.1,4.34575
448,arnold,gb,"(53.0, -1.133333)",53,-1.133333,2657030,Arnold,84.22,68.425,37.1,8.43575
449,horsching,at,"(48.233333, 14.183333)",48.233333,14.183333,7872052,Hörsching,90.45,73.25,30.7,3.66625
450,semirara,ph,"(12.069666, 121.398611)",12.069666,121.398611,1686992,Semirara,83.61,99.2,79.6,21.895
451,miraslau,ro,"(46.366667, 23.716667)",46.366667,23.716667,673160,Miraslau,84.25,81.05,15,3.55975
452,portage,us,"(41.5758333, -87.1761111)",41.5758333,-87.1761111,4925006,Portage,92.23,87.05,37.9,7.1395
453,lampazos de naranjo,mx,"(27.016667, -100.516667)",27.016667,-100.516667,4001240,Lampazos de Naranjo,99.42,50.95,16.5,6.81225
454,urussu,ru,"(54.598118, 53.463126)",54.598118,53.463126,478565,Urussu,81.07,72.65,26.9,6.421
455,west new york,us,"(40.7877778, -74.0147222)",40.7877778,-74.0147222,5106292,West New York,88.68,76.025,21.2,6.10175
456,magurele,ro,"(44.35, 26.033333)",44.35,26.033333,674117,Magurele,90.61,54.15,26,6.20775
457,valenza,it,"(45.016667, 8.633333)",45.016667,8.633333,3164920,Valenza,92.97,78.55,30.3,4.066
458,siogui arriba,pa,"(8.5333333, -82.6833333)",8.5333333,-82.6833333,3700931,Siogui Arriba,84.74,99.2,55.6,3.36725
459,sarana,ru,"(56.47728, 57.725865)",56.47728,57.725865,498703,Sarana,78.28,72.275,28.1,4.99175
460,syzran,ru,"(53.1585, 48.4681)",53.1585,48.4681,484972,Syzran,89.08,56.725,20.4,6.6925
461,dorogobuzh,ru,"(54.915, 33.297222)",54.915,33.297222,565202,Dorogobuzh,83.18,69.475,23.4,7.9105
462,khatanga,ru,"(71.966667, 102.5)",71.966667,102.5,2022572,Khatanga,69.73,84.325,32.3,9.09975
463,wapakoneta,us,"(40.5677778, -84.1936111)",40.5677778,-84.1936111,5175670,Wapakoneta,90.91,88.2,37.9,6.3625
464,mechetinskaya,ru,"(46.771295, 40.455969)",46.771295,40.455969,528137,Mechetinskaya,93.89,53.575,19.9,8.444
465,sarevere,ee,"(58.79, 25.4280556)",58.79,25.4280556,588792,Sarevere,86.24,60.875,30.2,10.04475
466,cisterna,it,"(41.583333, 12.816667)",41.583333,12.816667,3178631,Cisterna di Latina,88,80.7,8.6,6.09975
467,tiguion,ph,"(13.3347, 121.861)",13.3347,121.861,1682155,Tiguion,84.89,97.95,73,19.68575
468,silistra,bg,"(44.1166667, 27.2666667)",44.1166667,27.2666667,726262,Tsar Ferdinand,91.15,59.2,14.5,6.44025
469,jiexiu,cn,"(37.024444, 111.9125)",37.024444,111.9125,1805833,Jiexiu,86.64,89.8,51.7,3.03975
470,aldona,in,"(15.583333, 73.866667)",15.583333,73.866667,1279045,Aldona,77.64,100,91.9,9.18575
471,culfa,az,"(38.9558, 45.6308)",38.9558,45.6308,148251,Culfa,91.49,63.2,1.3,1.96925
472,potsdam,us,"(44.6697222, -74.9816667)",44.6697222,-74.9816667,5132103,Potsdam,87.37,81.275,50.3,4.14175
473,karangampel,id,"(-6.462222, 108.451944)",-6.462222,108.451944,1641342,Karangampel,85.43,94.55,7.1,11.487
474,poso,id,"(-1.3959, 120.7524)",-1.3959,120.7524,7473632,Pam,84.98,99.65,18,4.832
475,san jose,ph,"(14.983889, 120.7775)",14.983889,120.7775,1688425,San Simon,80.21,99.8,90.8,9.35075
476,almetyevsk,ru,"(54.904424, 52.315397)",54.904424,52.315397,582432,Almetyevsk,79.54,70.35,23.7,7.28725
477,tlalpujahua,mx,"(19.8, -100.166667)",19.8,-100.166667,3981464,Tlalpujahua de Rayon,69.93,86.975,41.3,3.3555
478,khoriyion,gr,"(40.9941667, 22.7205556)",40.9941667,22.7205556,735735,Nomós Kilkís,94.56,51.2,32.6,4.20325
479,bethel,us,"(60.7922222, -161.7558333)",60.7922222,-161.7558333,5880568,Bethel,57.22,91.85,75.7,10.0425
480,xochihuehuetlan,mx,"(17.916667, -98.433333)",17.916667,-98.433333,3514454,Xochihuehuetlan,92.84,74.3,30.4,3.353
481,wilhelmshaven,de,"(53.516667, 8.133333)",53.516667,8.133333,2808720,Wilhelmshaven,93.12,67.475,23,9.2645
482,mishima,jp,"(35.116667, 138.916667)",35.116667,138.916667,1856977,Mishima,89.34,92.575,62.5,5.00575
483,jagannathpur,in,"(22.233333, 85.65)",22.233333,85.65,1269592,Jagannathpur,84.26,96.95,73.2,4.444
484,honjo,jp,"(39.388333, 140.083333)",39.388333,140.083333,2112569,Ishiwaki,81.19,97.625,47.2,13.2575
485,nea malgara,gr,"(40.6094444, 22.6816667)",40.6094444,22.6816667,735003,Nea Malgara,94.56,51.2,32.6,4.20325
486,novo lino,br,"(-9.016667, -35.616667)",-9.016667,-35.616667,3397068,Jundia,83.32,94.6,68.5,6.5745
487,cabot,us,"(34.9744444, -92.0163889)",34.9744444,-92.0163889,4103957,Cabot,95.46,81.95,31.7,5.46975
488,pollachi,in,"(10.666667, 77.016667)",10.666667,77.016667,1259440,Pollachi,78.46,92.1,73.5,9.799
489,beja,pt,"(38.015064, -7.863227)",38.015064,-7.863227,2270985,Beja,111.38,38.05,0.7,10.475
490,vikindu,tz,"(-6.9833333, 39.2833333)",-6.9833333,39.2833333,148987,Vikindu,86.2,72.4,27.6,4.27575
491,uden,nl,"(51.663777, 5.62398)",51.663777,5.62398,2746005,Uden,97.71,58.925,23.1,8.763
492,kampong thum,kh,"(12.7, 104.9)",12.7,104.9,1831125,Kampong Thum,80.75,97.475,89.1,6.05425
493,san jose,ph,"(15.0373, 120.6946)",15.0373,120.6946,1692241,Quebiauan,80.21,99.8,90.8,9.35075
494,beaverlodge,ca,"(55.2, -119.45)",55.2,-119.45,5896969,Beaverlodge,81.07,50.55,11,10.6045
495,mortara,it,"(45.25, 8.733333)",45.25,8.733333,3172557,Mortara,94.19,76.95,18.8,3.392
496,lobez,pl,"(53.638794, 15.62231)",53.638794,15.62231,3093158,Lobez,94.34,63.925,20.4,8.7535
497,kirovskiy,ru,"(45.091667, 133.513611)",45.091667,133.513611,2022064,Kirovskiy,77.01,74.475,37.6,3.02075
498,grand river south east,mu,"(-20.2861111, 57.7758333)",-20.2861111,57.7758333,934475,Grande Riviere Sud Est,75.85,81.375,22.1,8.43325
499,santander jimenez,mx,"(24.216667, -98.466667)",24.216667,-98.466667,3517151,Santander Jimenez,97.44,76.55,23.3,6.56625
500,kuzino,ru,"(59.776647, 38.3104)",59.776647,38.3104,537888,Kuzino,81.11,85.45,39.7,11.835
501,geseke,de,"(51.65, 8.516667)",51.65,8.516667,2920834,Geseke,97.17,48.825,21.2,8.3215
502,megala kalivia,gr,"(39.5, 21.7875)",39.5,21.7875,257448,Megala Kalyvia,88.58,51.825,21.2,2.184
503,selogiri,id,"(-7.783333, 110.866667)",-7.783333,110.866667,1627969,Selogiri,90.76,69.225,16.4,4.38975
504,chandpur,in,"(29.15, 78.266667)",29.15,78.266667,1274714,Chandpur,91.42,93.325,47.2,5.34375
505,imeni vorovskogo,ru,"(55.731899, 38.323684)",55.731899,38.323684,556463,Imeni Vorovskogo,82.28,61.75,25.1,8.72825
506,windsor,ca,"(44.983333, -64.133333)",44.983333,-64.133333,6182958,Windsor,83.76,86.175,41.1,4.30125
507,bugac,hu,"(46.687039, 19.680739)",46.687039,19.680739,3054612,Bugac,93.98,52.15,9.4,7.8965
508,perry hall,us,"(39.4125, -76.4638889)",39.4125,-76.4638889,4365227,Perry Hall,92.39,80.625,28.7,4.56375
509,candelaria,co,"(10.459117, -74.879697)",10.459117,-74.879697,3687634,Candelaria,94.91,83.225,20.6,6.2105
510,buchs,ch,"(47.169856, 9.47544)",47.169856,9.47544,2661349,Buchs,84.85,79.1,36.9,2.36075
511,borsec,ro,"(46.95, 25.566667)",46.95,25.566667,684143,Borsec,73.87,79.975,20.6,2.12025
512,szabadkigyos,hu,"(46.616667, 21.1)",46.616667,21.1,715614,Szabadkigyos,93.35,50.85,14.7,6.5465
513,araguaina,br,"(-7.16, -48.0575)",-7.16,-48.0575,3404921,Brejinho,103.3,45.8,27.6,5.76075
514,stefanovikion,gr,"(39.4666667, 22.7333333)",39.4666667,22.7333333,253218,Stefanavikion,89.24,69.6,4.2,2.85525
515,calategas,ph,"(9.168977, 118.223498)",9.168977,118.223498,1720478,Calatugas,83.95,99.975,60.5,12.62025
516,pilu,ro,"(46.566667, 21.35)",46.566667,21.35,670801,Pilu,90.25,60.4,9.1,5.4565
517,gropnita,ro,"(47.35, 27.25)",47.35,27.25,676673,Gropnita,84.63,76.825,10.2,4.4155
518,pine hill,us,"(39.7841667, -74.9925)",39.7841667,-74.9925,4503606,Pine Hill,93.15,79.8,25.8,8.42
